text,mood
is really wishing you would just let me go and let me fight this on my own...i'm tired of feeling like shit because of you!!!,sadness
@JSMSoftware IronPython + Windows Mobile is a no-go. Compact Framework doesn't support Reflection.Emit.,worry
didnt do my devos...  hopefully my day doesnt suck because of it.,sadness
Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me,sadness
#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,worry
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,sadness
@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad,worry
Back home  Had a great time!,happiness
has work to go to.,sadness
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,happiness
Getting into the swing of things. I miss someone,sadness
Ughh none of my apps are working !  phone why do you hate me !,sadness
it doesn't feel like a friday,worry
Work...,sadness
On my way to work wish I had more days off,worry
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,happiness
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,worry
@Kay26 *sigh* me miss them days !!,sadness
New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait,sadness
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,happiness
Back to Tokyo tomorrow. Expecting some rain and no sunshine,worry
@kngibbard03 NOOOO!!!!! I'm so sorry,worry
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,sadness
@marvelvscapcom doesnt work already,sadness
@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue,sadness
I miss them..,worry
@AsiaRain22 @ the expensive of their workers welfare  other than that they are the shit !,sadness
@Policani The Northern Clemency.  But I don't recommend it.  Too much description and not enough action. Too slow,worry
@exton won't anyone give poor ernie reyes jr a break?,worry
Checking out Ciege Cagalawan's S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,sadness
needs my mommy  http://plurk.com/p/x116r,worry
Dimples was in the preview... are they not on today?  It hasn't aired here yet... via http://twib.es/CPF,worry
@DinoB937 ask mark if he still has that old blink sense of humor!! i miss it,sadness
PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY DAMN WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!,worry
going out on thursdays is a terrible idea. i knew there was a reason i haven't done it all quarter. *pops advil*,sadness
@aka55 Hope you mom is okay,worry
@SeanHughes it is  tequila never ends up being a good decision.,worry
is exhausted.,sadness
@xXScarletBXx I think that may look a little silly -.- Also my camera is broken so no photo,worry
@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.,worry
doesntfeelwell,worry
Sitting at my kids school listening to moms discuss their daughters becoming women. I feel unsafe.,worry
Sweat is just not cute.  Unfortunately I haven't figured out how to work out without sweating. BOO.,worry
Back to work!,worry
@zwaloo I've tried that already...,worry
@althearicardo: 3 hrs to go pa ako,sadness
Field day is sad. No ribbons for me.,sadness
being upset,worry
@PortlandUK  Hope you don't get let down again.,worry
@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!,happiness
@lindseygbaker yeah ill be on verizon... so those are my two options right now...,worry
Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,worry
@jasondjkim i knowwww.. i cant deal. this 9-5 life is not for me,sadness
@kjNYC it's depressing,sadness
Gonna go get my teeth taken out.,worry
@wolverine66 didn't get them,worry
I am tres depressed,worry
Have $#@&amp;!!! Malware on my work PC!  I miss having an IT dept,sadness
.. so I can only recover 10 photos,worry
I can't find @HRHBrianthecat  hope he didn't get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,worry
At work... What a miserable day,sadness
I feel like such a failure this morning,sadness
Yay for having a giant headache  stupid glasses.,worry
What's with the mass exodus from work at half three?  It makes me sad,worry
Enjoyed last night at what I call &quot;real world social networking&quot; -  LOK event in Vancouver.  It was great!.  But headeache today,worry
@rogiertje just checked my account I also paid twice,worry
i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see,worry
Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,sadness
is at home with a pukey boy! Poor little baby,worry
I did that once,happiness
@Jakeshears poor pooch...,worry
I think i need some new friends,sadness
Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.,sadness
@jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt;:O,worry
I've burnt my collerbone and arms and face! aww!,worry
@1capplegate still sad about Samantha Who?,sadness
a bird flew into window at my parents house and snapped his poor neck. gotta bury him,sadness
@danielrhodes I worked on the precursor to bing at msft. They canned our project,worry
looking out window is depressing it is so beautiful out and I am in here,sadness
@antiheroine That sucks,worry
@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?,sadness
trying to learn how to speak french !  can't even remember a single word!,worry
Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work,happiness
greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,happiness
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,worry
@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol,worry
might have to go back much earlier than expected. bye bye bay area,sadness
Covering for @grnturtle its slow today &amp; lonely,sadness
@macmuso not in Hobart sorry,sadness
@illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on,worry
@AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right,worry
Happy Friday! I just realized I left my cell phone at home today though,worry
@tiffaniallen: i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today,happiness
@lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG,happiness
None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.,sadness
@ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,worry
why doesnt he want me anymore,sadness
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,sadness
@GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame,sadness
@release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,worry
i'm really tired today!!,worry
Finding it hard to stay productive now the sun is coming through my side of the building,worry
I think my computer is sick,sadness
I tell him today! :S it's his last day,worry
@lofigirl who what?  call me,worry
working from home and ran out of coffee!,worry
@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,sadness
@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!,sadness
@PotterEntourage I hope your mom is ok?,worry
@JonathanRKnight welcome back! I'm stuck in jury duty today.,sadness
This weather is awful! I just want to curl up and read a book all day,sadness
@NacMacFeegle Sad to see...despite my being glib about it,sadness
@natdcook NAT!!! I'm going to miss you so badly,worry
Feeling very undervalued and neglected. Not even the sunshine is pulling me out this lul.,worry
@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,sadness
Hi there all! Can't stay to long have to go to work soon,worry
my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...,worry
is going to our cabin soon,worry
The iPod is gonna die and gymnastics isn't over  boo,worry
@Sadandbeautiful That sucks about your prints. Sorry,sadness
has the day open until 4. don't know what to do. everyone is leaving today,sadness
Watching Scrubs season 2. Oh I'm gonna miss that show,sadness
Not a happy bunny,sadness
@kiddshow @deviantlysweet @causeimrossome still no shout out for Spider,sadness
slaving away at work,worry
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,sadness
@TALENTEDGENIU5 and that prob wont happen....,worry
on my way to work! working sucks big time,worry
@Doonytime I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!,sadness
Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,sadness
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,sadness
So i sprained my ankle yesterday and it hurts worse today,worry
@nanpalmero - can't get the live chat,worry
Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,sadness
.@daveharte ... and now I wish I hadn't,worry
@sole_investor  how....no phone,worry
Friday is the new Thursday,worry
@JonathanRKnight i wish i  would in california.....i m so sad,worry
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,sadness
Wants to go sit in a park but should really be painting the bathroom,sadness
going to funeral today for friend and classmate who died in a car wreck last Friday,sadness
whenever it rains it's so hard to get motivated,sadness
is sad she got her plans cancled,worry
@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL,happiness
is SO frustrated!!! I'm stuck at home without any transportation to the global god conference!!! Ahh,worry
I wish yesterday was Friday,sadness
Worried about friend,worry
Woke up early! Still sick,worry
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,happiness
Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,worry
it's 8a and i'm already dressed  but we're on set today so let the real fun begin!!! lights! camera! action!,worry
iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don't want to emerge from my covers.,worry
I wish I was in dallas with the kiddnation family,worry
@GothLitChic It's too nice to be inside,happiness
@CEO_INTHEMAKING :aw,sadness
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,sadness
bored well its not like any one can see this i havent got any friends,sadness
Vacation over!!!  Looking forward to the next one........,happiness
(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,sadness
feels not good at all,sadness
Last day for seniors bye bff,sadness
Going To the dentist,worry
I'm scared to set the pw on my BB bc I might forget it &amp; end up losing all my data. But yet I have financial info on it. Catch 22,worry
@8short_stack8 mady were did u go?  truck did u run away?,worry
@emily859 Glad to hear the weather's nice.  It's rained just about every day for the last five days.  Not fun for exploring,happiness
@HilaryKennedy i would share mine. but i have no hair,sadness
@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.,happiness
@akomuzikera HAHAHAHAHAH I thought I was following you already..I don't know what happened. sorry ha?,worry
@maya_banks &quot;Something must be wrong. Only found 17 July Harl/Sil books I wanted,worry
@BrittanyHauff Jz local movie here. The title's virgin 2 :p actually i feel not so good. So tired n dizzy,worry
sitting thinking how warm it is and wishing it wasnt so! Has so many things to sort out its driving me bonkers,worry
Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @,sadness
i hate my life big time its sooo poop gode i ould cry,worry
Charley horses in both legs all night. What the fuck?,worry
sinus congestion is making thinking straight difficult,worry
damn! got caught eating my Cadbury Temptations by the brother. Last 6 pieces gone  will get Bournville next time. u have to earn it!,worry
@tarynantoniou where are you going tonight?!,worry
Nothing like yoga to clear the mind and make you realize how crappy things really are,sadness
chillin at home for the day yippee...wish @youngives was here to keep me company,happiness
Going to meet the new family I'm babysitting for... Wish I was still sleeeeping,worry
GAWD!. If only that dream actually happened last night....,sadness
last day working for Tend,sadness
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,sadness
spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,sadness
gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr,sadness
I am never going to get these pictures taken,worry
Just had another Army-provided root canal. Not fun. I'm starving and craving lunch at Paloma Blanca. That's a long way from here.,worry
Just started raining in earnest... guess golf is off for today...,sadness
http://tinyurl.com/nqudrt - Hurt my finger at work,sadness
totally overstressed ... going to work now ... just want the college work to go away ... i don't wanna fail,worry
I've got a headache,worry
@lilabiem awww  don't do this to meee haha now you're gonna make me saddd,sadness
It's sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,worry
Ahhhh I think the rain is gonna begin shortly,worry
You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,sadness
I think my cheap sunglasses are falling apart. Oh well,sadness
Wants somebody to cheer her up,worry
I guess you didn't hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  @COOLERebook,worry
getting bored of walking up and down the stairs,sadness
@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,sadness
@ozzblair  hugs for the bad day you're having?,sadness
'Wake Up Darling',worry
@runsforcupcakes that sounds yummy.  Does it take quite a few almonds to get the amount you need?  Nuts are expensive.,worry
I'm feeling very alone at the moment   Mh..I'm going to leave now.,sadness
im gonna fail this test miserably in history,sadness
Back to reality... boo,sadness
Really nervous about my animal rights presentation next period,worry
Fritz Roderick Von Hughes is sad to be in the kennel all day  http://apps.facebook.com/dogbook/profile/view/6882699,worry
@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!,happiness
#asylm yay registered but lost all my friends,sadness
Still sick at home,worry
good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!,sadness
All the people I talk to are GONE,sadness
Went to bed at 12:20 last night. Woke up around 10:45. Holy crap.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,worry
I can't believe tour is almost over,worry
@1outside a jo; tak nic no,sadness
@CajoleJuice Likewise. But I don't know anyone who uses gtalk and the likes so I'm not holding much hope,worry
@woodywoodford unfortunately I didn't leave the house in time,sadness
Getting my phone taken away,sadness
My cat has been missing for 2 days. I am freaking out.,sadness
Reading and taking notes but undertanding none of it  ... HELP!,worry
all my worms either escaped or died  bums!,sadness
Dam only 5 votes  not gonna win anything now,sadness
real stressed,worry
My twitterberry wont work on my friends and me,worry
@maltpress sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,worry
I'm sick!  it sucks! IM me! ohbabayy33,sadness
Just Finished My English Final...Just One Step Closer To The End.,sadness
@forgetmaine there's a 9 year waiting list to get an appointment.,sadness
My throat hurts so bad that i dont even want to swallow my own spit.       And i officially cant talk now....,worry
@DrRonVonDoom i couldn't fucking sleep today either. it was hard for me to stay asleep for some reason,worry
Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,sadness
should not have waled past the Quad! I want to be outside having fun.,sadness
@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!,happiness
is thinking today will be a longg day!,worry
@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.,sadness
@yerex i want to adopt him,worry
Sooo tell me how I lost followerzzz,worry
@ispeed72 Could've said hi. We're off down south tho,worry
@SeanLights Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I &lt;3 Your Hair!,sadness
my tummy hurts  i blame last night's chinese food.,worry
@RiceBunny cause my eyelids are not deep set.  thanks it would help me a lot.,worry
@scorpio1641 I have no idea  I'm watching Rafa too. Running to the comp ever to often to check live score. he's 3-2 down in the third.,worry
@Keitakeita girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,worry
@ELIZABETHANNN I'm sorryyyyyy  I'll be home as fast as possible where we meeting at?,worry
another rainy day,sadness
@TheCubs Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,sadness
GM TWITS! Headed to the BX to clean up the new Apartment! But kinda sad cuz I dreamed about him last night,worry
@happylovesChuck I know. But the second problem being: he doesn't REALLY exist still applies. Shame,worry
Traffic jams are rubbish. Anyone know what's going on on the A48 between Cowbridge and Cardiff? We're stuck both directions,sadness
@yeahgiancarlo Can't  No money to spend.,worry
moving today.... sad day,worry
I need some plugs. for real. my ears want to stretch. and I have no money,worry
Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,sadness
@billbathgate ....any  sorry wahh!! lub u toooo ;),sadness
@LuvinMeSomeD That's how it was for me in March...it came sooo slow..then it was over in a heartbeat,sadness
Finally back from the stupid holiday ! Missing the fit bar men though,sadness
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),worry
Last time we'll get tacos like this.,happiness
@littlelaughalot nice! it's days like today I wish we had a garden,happiness
my lord! this day is going to slow,worry
@GavinHolt i wish i was outside,sadness
stayn @ home from school. sick. doc says I have bronchitis,worry
Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn't get the better of me!,worry
@bimbler I have too much work to drink now.   but I do love afternoons in the pub.,sadness
i got ill and tomorrow iï¿½ve got birthday...,sadness
@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you,sadness
watching chicago. @bambamonline honeyyyy im with you I miss me some hey arnold! and wild thornberrys,sadness
Congrats to ALL Graduates! Such a Beautiful thing &amp; Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,sadness
Am hating my life at the moment. There's only so many NOs my delicate little mind can take,worry
NEEDS an external hard drive. I don't have enough money   &lt; I don't wanna give up my music! &gt;,worry
@SoSimplyMe. I'm sitting here with this girl that urk my nerves damm yo,sadness
@kirstiealley It'd be nice but soon we'll have to Pay to Tweet,happiness
MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,sadness
I'm going to miss my iMac so much over the next month.,worry
@izzyvideo Izzy!!! So sorry to hear that - what a disaster,sadness
Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards,sadness
@drford not too good  how are you feeling today?,worry
i really want to see cash cash again,happiness
thanks gourmetcook! But cold shower wouldn't help.,sadness
I am never going in to town on a sunny friday in half term again. eugh got no electricity,worry
aaah good bye mikee  smoked crabs!,happiness
@katieeeian143 you're missing the devil wears prada!!!!! sad...,sadness
@ian_watkins Oh my gosh ian i always miss you when your on,worry
My hairstylist left the salon without telling me where she was going.   Damn!,sadness
@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.,worry
@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before,worry
figuring out wats wrong with her she can drink but cant eat  ...,worry
Sephora is having a 75% off sale. And I'm so broke  Life isn't fair.,worry
ughhhhhhhhhhhh  :/,worry
@skoosie probably not. I hate when that happens!,sadness
PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,sadness
Just paid my bills now I have no money,sadness
@JamesScholes Yes. We have a copyright exemption we're apparently trying to ensure the rest of the world doesn't have.  #sccr18,happiness
@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away',sadness
Waiting patiently to go out tonight....al by my lonesome,worry
@JoeWitless more nightmares?  *huggles*,sadness
ugh back to work today,sadness
I hate being young,sadness
@Lealala i no its so warm isnt it!! :O My arms are sore  Bad times. My face is a little red too :S,worry
Good mornin &amp; no u tol twitter LOL but I knew &amp; called u yesterday 2 see if u were okay but no answer  how r u feelin babe?,worry
'ss back to the gym project. Finally finished ... Damn filthy hobo's always trying to eat my taco's.  !!   &lt;/3,worry
@Eyglo That's beautiful! Thanks for sharing... My grandpa was recently diagnosed with Alzheimers too....,worry
nomatter how much i sleep am still tired  either going to sleep early or late....,worry
Field day.... Gt class...not winning...,sadness
loves florida but misses her american friends,sadness
oh when will #gfail end? been on HTML version all day,worry
Last night was fun w the lightening and thunder  Today will be in the 90s,happiness
I really need to lose weight. Anybody wanna be my exercise-buddy?,worry
Where is Teng?,worry
@iamchrisc pleeease reply !,worry
@patrickmanning Yes PM PM you are right,happiness
@workingmoms thanks he got hurt Wednesday and going to vets today,worry
@menchuly it's Friday and sweldo day too,happiness
@herseyd That happened to me once... only I wasn't drunk. lol,worry
@1Shan no sir...i woulda put honey...but i don't have any,sadness
@YankeeGirl20 besides I haven't had strep for like 10 years because of that reason. I'm more tired than anything else,sadness
darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....,sadness
@DonnaSpeaks I dont know  I didnt even realize it was gone  let me put it up again...darn twitter!,worry
Up. Showered. Struggling for the drive to get out the door. I'm gloomy. I miss my sway.,worry
@jaceypants well piss on that. I can't get into their site @ work nor does it come thru on my phone.,sadness
ConGrats to all Graduates! Such a Beautiful thing &amp; Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!,worry
@CinemaChic I have the most failures using Lacie drives,sadness
Well can ya please send some luvin to @JonathanrKnight   im sensing deep fiery anger surrounding his presence right now...,worry
@NikkiBons Happy Birthday Dork!! Lots of love for you today!!!  I wish I was there so I could buy you a drink   Make it a great night!,happiness
is surprised Lleyton isnt putting up much of a fight,worry
got fever and is now half-dead.,worry
Can't play World in Conflict because the computer is running too slow,worry
http://twitpic.com/66o7z - Yep. Drank Bawls this morning  ... No more Bawls for me. This will be my last.,worry
@DoperahStyles chillin promoting muzik...not eating  lmaao,happiness
It's a bad start to the day when you're sweating your butt off before 0930 at the range,worry
@AsherUK i wanted to go for my birthday...,sadness
@omarjdavis lolol...i was trying to do that this morning but sadly i couldnt,sadness
Another long walk in the heat... I hate this...,sadness
@alshepmh yeeeeeessss I can't wait! Too bad I can't drink,worry
off to work! missing out on all the sunshine!,worry
#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up,worry
@Jamjar84 that's mean of them!,sadness
Another day I haven't got time to play plus it's raining and chilly And also have a headache - WTH? . . going back to sulking mode.,worry
I'm so pissed off today n sadly.. Can't even share the reason here,worry
Well it's friday and usually the start of something awsome...I'm not sure if that'll be this time around  I gotta shake this,worry
@acmaurer No wonder I didn't get into Urbana,sadness
Fuck. My arms feel like really sore jell-o,worry
@littlereview Awww!!,worry
Just had an iced coffee. Christ that tasted nasty,happiness
@jasonrockz352 aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,worry
I ran out of Eclipse mints,sadness
off to work again ... mercedez's last day,worry
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,worry
Just got past really bad crash.........car was mangled,worry
oh no somebody hacked into my email  i'm scared now. what the fuck!!,worry
@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.,sadness
@ani_trip I bet he didn't fall asleep till like this morning  sorries.,worry
@filthydukes _yeah thanks for that you pair of gits  (hope it's mega- like the bus!),happiness
I ran outta bathroom passes.  maybe mrs. French will be nice today?,sadness
@DonnieWahlberg Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,worry
@faulko1 i'm watchign the garden from the window...far too hot for me,sadness
@geekasia I am lost. Please help me find a good home.,worry
I slept so late,sadness
well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,worry
@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love.,worry
@lindseylu My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don't have yours.,worry
@pennydog Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.,worry
...aw i want classic burger.,sadness
i always feel last.,sadness
@CostaVidaFred awwwwww sorry we're going to miss you!,sadness
@kirstiealley So you wouldn't reply to my gorgeous hot pink shoe then?,sadness
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,sadness
I'm trying to figure out how on earth I am supposed to be able to update my statuses via my phone. Someone help meeee!,worry
It's official nobody is getting a raise this year,worry
Been 2 years and m still devistated that they knocked down my old primary school,worry
Today is my last day of employment for the next 3.4 years. Here I come graduate school!  Going to miss the action at www.shugartbates.com,worry
E3 2009 will be the first time I will not get to see G4TV's E3 coverage since Comcast moved the  G4 channel from basic cable to premium,worry
Had a lovely day yesterday. The weather was great! Now stupid slapton,happiness
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don't know what to do.  #MyPowerBookG4RIP,worry
Back to work.  Extremely slow now that start up's over.,worry
@Debut_Steve yes....but now I'm not going to be paid to be in the pub,sadness
@deegospel Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.,sadness
@laurenmichell Scary!,worry
One downside of the nice weather: It brings of the chavs...,worry
wishing I got fij,sadness
NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE,worry
My mother is taking Gambit to the vet today. I hope it's nothing too serious.,worry
@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,sadness
I am sick  but Ians coming over so its all good ;),happiness
Someone stole my new laptop at the airport. haven't even used it. Guess the US economy is breeding a new set of &quot;opportinists&quot;,sadness
@NmcDee Haha ....I Cudnt Get Tickets For Dublin ..I Was soo Upset,worry
is tanning with emily! too bad its prob gonna rain,sadness
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,sadness
is hoping that she left her bb at home and didn't lose it on the Metro,worry
@MollieOfficial congrats mollie! just wish i could have got some tickets,happiness
The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,worry
Shopped til i dropped....come bac sunshine i miss u,sadness
@joeburkel Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,sadness
@krist0ph3r Anything for @sgElectra. So sorry man  I am not a patsy generally...,sadness
@Enchanted_Myst I am soooo disappointed that that is what he looks like btw! The image is gone,sadness
WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,worry
Missing my mom today. We made it a &quot;date&quot; every year to get our flowers together. This yr I was alone. Felt so weird,worry
It just hit me that I am leaving conti...     boooooooo..,happiness
My back hurts,worry
@KillzoneDotCom  tis a sad day,sadness
My stomach effing hurts. Sadly there'll be no gym class this afternoon,sadness
@lestockdrop i wish i was there too,sadness
@faizis i wish for kiau to go cat heaven too. and meet my seuss,sadness
@SteveChaiGuy Your Steve Chai sounds awesome. *wishes she had one now* But I'm stuck with: Idon'tknowwhatdamnbrandcoffeethisis,sadness
Cab is so slow so I will probably miss the first beer...,sadness
I AM SUCH A CREEPER  I feel disappointed because of it. Damn my cyberstalking skills   the internet = no more privacy.,sadness
@tinogomes @MarceloN passed away,sadness
can't feel my tail bone.,worry
@alpew Good luck.. I have still to get wireless working post IT6,worry
@Mandelin Omg i'm on a one year work permit! Going home end of June...i'm really gna miss it   #canada,worry
So tired and I don't know why,worry
in school w. linda doing nothing  ;i miss you,sadness
@nkotblorib Nothing definite yet..and the show is in a week   I may just be resorted to giving them away,worry
Just got up thinkin about how weird it is w/out our dog,sadness
@LadyLogan I thought u were down here so I came down and u were mom said no RJ took them,worry
@TeeRibbzz noo.. U dont even know how upset I am right now..,sadness
@AgingBackwards I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,worry
@gaspsiagore &quot;stunningly beautiful&quot; and &quot;new piece&quot; don't usually go together. Wish I could go,sadness
Hey #rda2009cla presentation was too large to post!  sorry   (From rules to entities: cataloguing with RDA live &gt; http://ustre.am/2j3l),worry
TGIF. I don't feel good.,worry
shares I miss my niece and nephew. http://tinyurl.com/mrgqdc http://plurk.com/p/x1ap6,sadness
@reflective aww... sorry for both of you.  May the LORD give you strength and rest today!,worry
@MarceloN rlly dead?  Descanse em paz... #luto #sad #RIP,worry
Experiencing pain with paginating ASP.NET ListView controls,sadness
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,worry
Trying to revise Environmental Studies and write my personal statement at the same time is really hard!!,worry
@marvelvscapcom I entered it in within 20 seconds of post and still didn't get it,worry
@ATTNews Still no Internet today,worry
super hungry... Dominos or martabak... both tempting and fattening,worry
@ConciseKilgore morning T! I love their breakfast! If I wasn't stuck at the shop right now getting maintenance done to the ride!,happiness
O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as...,happiness
i dont get it,sadness
@Smilystace i am so sorry,worry
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,sadness
